awardYear,dateAwarded,prizeAmount,prizeAmountAdjusted,links,laureates,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se
2023,2023-10-03,11000000,10136226,"[{'rel': 'nobelPrize', 'href': 'https://api.nobelprize.org/2/nobelPrize/phy/2023', 'action': 'GET', 'types': 'application/json'}]","[{'id': '1026', 'knownName': {'en': 'Pierre Agostini'}, 'fullName': {'en': 'Pierre Agostini'}, 'portion': '1/3', 'sortOrder': '1', 'motivation': {'en': 'for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter', 'se': 'för experimentella metoder som genererar attosekundpulser av ljus för studier av elektrondynamik i materia'}, 'links': [{'rel': 'laureate', 'href': 'https://api.nobelprize.org/2/laureate/1026', 'action': 'GET', 'types': 'application/json'}]}, {'id': '1027', 'knownName': {'en': 'Ferenc Krausz'}, 'fullName': {'en': 'Ferenc Krausz'}, 'portion': '1/3', 'sortOrder': '2', 'motivation': {'en': 'for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter', 'se': 'för experimentella metoder som genererar attosekundpulser av ljus för studier av elektrondynamik i materia'}, 'links': [{'rel': 'laureate', 'href': 'https://api.nobelprize.org/2/laureate/1027', 'action': 'GET', 'types': 'application/json'}]}, {'id': '1028', 'knownName': {'en': 'Anne L’Huillier'}, 'fullName': {'en': 'Anne L’Huillier'}, 'portion': '1/3', 'sortOrder': '3', 'motivation': {'en': 'for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter', 'se': 'för experimentella metoder som genererar attosekundpulser av ljus för studier av elektrondynamik i materia'}, 'links': [{'rel': 'laureate', 'href': 'https://api.nobelprize.org/2/laureate/1028', 'action': 'GET', 'types': 'application/json'}]}]",Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik
